CCS_CATEGORY,CCS_DESCRIPTION,DRUG_NAME,PATIENTS
3,Othbactinf,Harnalidge D tablets 0.2mg,1
3,Othbactinf,HYZAAR FC TABLETS 100/12.5 MG,6
3,Othbactinf,KEPPRA ORAL SOLUTION 100MG/ML,2
3,Othbactinf,JANUVIA 100 MG F.C. TABLETS,6
3,Othbactinf,Stilnox CR Tablet 6.25 mg,1
3,Othbactinf,"SPIRIVA RESPIMAT 2.5MCG, SOLUTION FOR INHALATION",1
3,Othbactinf,JANUMET 50/500 MG FILM-COATED TABLETS,6
3,Othbactinf,Exforge film-coated tablet 5/160mg,1
3,Othbactinf,Xarelto Film-coated Tablets 15 mg,2
3,Othbactinf,"Curam powder for injection 500/100 mg, 1000/200 mg",1
3,Othbactinf,"FILGRASTIM INJECTION M300,300?g/0.7ML",1
3,Othbactinf,NOVOMIX 30 PENFILL 3ML 100U/ML,3
3,Othbactinf,MENPHENCALA LOTION,1
3,Othbactinf,"PECOLIN SUSPENSION ""STANDARD",1
3,Othbactinf,"PHENOBARBITAL TABLETS ""Y.Y.",1
3,Othbactinf,DILANTIN KAPSEALS,1
4,Mycoses,MENNA CAPSULES,8
4,Mycoses,FLUCORT-F OINTMENT 0.025%,12
4,Mycoses,URETROPIC TABLETS,5
4,Mycoses,"SODIUM CHLORIDE INJECTION ""Y.F.",1
4,Mycoses,"BISACODYL SUPPOSITORIES ""YUNG SHIN",1
4,Mycoses,"LIDOCAINE HCL 2% FOR I.V. INJECTION ""LITA",1
4,Mycoses,"HYDROXOCOBALAMIN INJECTION ""TAI YU",1
4,Mycoses,"ZINC OXIDE OINTMENT ""WST",8
4,Mycoses,"TRIAMCINOLONE SUSPENDED INJECTION 4% ""TAI YU",2
4,Mycoses,"COLD CAPSULES ""SWISS BRAND",3
4,Mycoses,TOPSYM CREAM (FLUOCINONIDE),42
4,Mycoses,"TRICODEX CREAM ""C.C.P.",8
4,Mycoses,"SINPHARDERM-HC CREAM ""SINPHAR",8
4,Mycoses,"SINPHARDERM CREAM ""SINPHAR",5
4,Mycoses,GLIDIAB TABLETS 5MG(GLIPIZIDE) ,7
4,Mycoses,"YONFUPHARM"" IBUPROFEN TABLETS",13
4,Mycoses,B. &N. BACINEOCIN OINTMENT,1
4,Mycoses,"AMOXICILLIN CAPSULES 250MG ""S.T.",4
4,Mycoses,"PASCA GEL ""SHIONOGI",15
4,Mycoses,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",1
4,Mycoses,UCEFA CAPSULES 500MG (CEFADROXIL),6
4,Mycoses,"MYCOSTEN CREAM 10MG/GM (CLOTRIMAZOLE) ""SINPHAR",10
4,Mycoses,"SULFASIL CREAM 1% (SILVER SULFADIAZINE) ""VPP",2
4,Mycoses,"ULEX CREAM ""SINPHAR",12
4,Mycoses,"SOMIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""YUNG SHIN",27
4,Mycoses,FUYOU TABLETS,3
4,Mycoses,FUYOU TABLETS 500MG,16
4,Mycoses,TOPSYM LOTION (FLUOCINONIDE),9
4,Mycoses,EXELDERM CREAM (SULCONAZOLE),16
4,Mycoses,EXELDERM SOLUTION (SULCONAZOLE),41
4,Mycoses,"CORT. S. OINTMENT 1% (HYDROCORTISONE ACETATE)""M.S.",2
4,Mycoses,"COTRIZINE TABLETS 200MG ""SWISS"" (KETOCONAZOLE)",2
4,Mycoses,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",6
4,Mycoses,"PARMASON GARGLE SOLUTION (CHLORHEXIDINE) ""B&F",6
4,Mycoses,"KETOSMA CAPSULES 1MG ""KOJAR"" (KETOTIFEN)",4
4,Mycoses,"FUTUSOA CREAM ""S.Y.",18
4,Mycoses,SINBETA DERM CREAM,4
4,Mycoses,"BIOFUR ACNE LOTION 50MG/GM ""SINPHAR""(SULFUR PRECIPITATED)",2
4,Mycoses,"ACZO GEL 50MG/GM (BENZOYL PEROXIDE) ""SINPHAR",1
4,Mycoses,"MYCOSTATIN FOR ORAL SUSPENSION 100,000 UNITS/ML (NYSTATIN)",2
4,Mycoses,"SALINSE OINTMENT ""GCPC",3
4,Mycoses,"THROUGH F.C. TABLETS ""C.M.""(SENNOSIDES)",6
4,Mycoses,TINTEN TABLETS 500MG,5
4,Mycoses,ANTISCAR CREAM,4
4,Mycoses,"SALAZINE ENTERIC COATED  TABLETS 500MG (SULFASALAZINE)""S.T",2
4,Mycoses,"LINDACIN CAPSULES 150MG ""S.T."" (CLINDAMYCIN)",1
4,Mycoses,DELIBS F.C TABLETS 50MG,4
4,Mycoses,ZALAIN VAGINAL TABLET,3
4,Mycoses,ZINE ORABASE 0.1%,2
4,Mycoses,KOLINCIN GEL 10MG/G,7
4,Mycoses,"U-CHU"" ACEO CAPSULES RETARD 90MG",6
4,Mycoses,"CLONOPAM TABLETS 0.5MG ""KINGDOM""(CLONAZEPAM)",1
4,Mycoses,"METICORT TABLETS 4MG ""KINGDOM"" (METHYLPREDNISOLONE)",2
4,Mycoses,"DENOSIN FILM-COATED TABLETS 5MG ""LOTUS",4
4,Mycoses,ACTEIN EFFERVESCENT TABLETS 600MG,4
4,Mycoses,KAFUTINEA CREAM,12
4,Mycoses,"MOCOUGH CAPSULES ""LITA",2
4,Mycoses,SPERSIN OINTMENT,14
4,Mycoses,U Soft Cream 40.0%,7
4,Mycoses,VIMAX FOAMING SOLUTION,10
4,Mycoses,GENTERMAY CREAM,11
4,Mycoses,CLOGEL GEL 7.5MG/GM,5
4,Mycoses,B-N-O OINTMENT,12
4,Mycoses,"CAMAZOLE VAGINAL TABLET 100MG (CLOTRIMAZOLE) ""PURZER",2
4,Mycoses,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",7
4,Mycoses,"DIAPIN TABLETS 2MG (DIAZEPAM)""PINE LAWER",1
4,Mycoses,CINNAZINE TABLETS(,1
4,Mycoses,CYPRODIN TABLETS,1
4,Mycoses,PROMERAN F.C. TABLETS 3.84MG ,1
4,Mycoses,DEXAMETHASONE INJECTION,1
4,Mycoses,"AMOXICILLIN CAPSULES ""YUNG SHIN",5
4,Mycoses,"CORTISONE ACETATE TABLETS 25MG ""PING LAWER",9
4,Mycoses,"NYSTATIN VAGINAL TABLETS ""YUNG SHIN",4
4,Mycoses,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",3
4,Mycoses,"NINCORT ORAL GEL (TRIAMCINOLONE) ""SINPHAR",16
4,Mycoses,"CIMETIN TABLETS (CIMETIDINE) ""JOHNSON",1
4,Mycoses,"MYCOMB OTIC DROPS ""SINPHAR",1
4,Mycoses,"MORCASIN TABLETS ""SINPHAR",1
4,Mycoses,"CEFADROXIL CAPSULES 500MG ""S.T.",5
4,Mycoses,"STATIN VAGINAL TABLETS 100,000 UNITS ""STANDARD"" (NYSTATIN)",4
4,Mycoses,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",1
4,Mycoses,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",1
4,Mycoses,"FOLACIN F.C. TABLETS 5MG (FOLIC ACID) ""JOHNSON",9
4,Mycoses,"DOXYCYCLINE CAPSULES 100MG ""P.L.",6
4,Mycoses,"KETOCONAZOLE CREAM 20MG/GM ""SINPHAR",24
4,Mycoses,EFUCON GEL 7.5MG/GM (METRONIDAZOLE),1
4,Mycoses,"WELIZEN F.C. TABLETS 20MG ""N.K.",1
4,Mycoses,"DEHERP CREAM 5% ""STANDARD"" (ACYCLOVIR)",2
4,Mycoses,ACYLETE TABLETS 200MG (ACYCLOVIR),1
4,Mycoses,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",10
4,Mycoses,"Azeic-A Cream 200 mg/gm (Azelaic Acid)""Sinphar",1
4,Mycoses,"ASCOTYL ENTERIC-MICROENCAPSULATED CAPSULES 100MG ""STANDARD",2
4,Mycoses,"BETHANECHOL TABLETS 25MG ""JOHNSON",1
4,Mycoses,"TELIN S.R TABLETS 200MG ""STANDARD",2
4,Mycoses,CEFLOUR FILM COATED TABLETS 250MG,1
4,Mycoses,"ANTIDOXE CREAM ""S.C.",13
4,Mycoses,DINIDOL S.C. TABLETS 25MG,7
4,Mycoses,ZOLPI F.C  TABLETS 10MG,1
4,Mycoses,"CODICON-U CAPSULES ""SINPHAR",7
4,Mycoses,EARFLO OTIC SOLUTION,1
4,Mycoses,Momesone Cream 0.1% W/W,6
4,Mycoses,"Ankorme Cream ""S.C.",36
4,Mycoses,"FUSIDIC ACID CREAM ""PBF",18
4,Mycoses,"THYROID-S TABLETS 100UG ""JOHNSON",5
4,Mycoses,"Metsone Cream 0.1% ""Sinphar",14
4,Mycoses,"FLUTICOSONE CREAM ""S.C.",6
4,Mycoses,ZODENOX FILM COATED TABLETS 10MG“YUNG SHIN”,3
4,Mycoses,XYZINE F.C. TABLETS 5MG,56
4,Mycoses,GLIBUDON TABLETS 500MG,10
4,Mycoses,"GLIPIZIDE TABLETS 5MG ""CYH",2
4,Mycoses,CORDARONE TABLETS,1
4,Mycoses,TREXAN 2.5MG TABLETS,8
4,Mycoses,NORMACOL PLUS GRANULES,7
4,Mycoses,DUOFILM,3
4,Mycoses,ATEHEXAL 100 FILM TABLET,12
4,Mycoses,LAMISIL TABLETS 250MG,35
4,Mycoses,CATAFLAM 25MG SUGAR-COATED TABLETS,2
4,Mycoses,ELOMET OINTMENT 0.1%,7
4,Mycoses,DAIVONEX OINTMENT,3
4,Mycoses,IMDUR CONTROLLED-RELEASE TABLETS 60MG,1
4,Mycoses,GLUCOBAY TABLETS 50MG,11
4,Mycoses,BRUMIXOL CREAM,126
4,Mycoses,NORVASC TABLETS 5MG,1
4,Mycoses,DIFLUCAN CAPSULE 50MG,24
4,Mycoses,COZAAR F.C.TAB. 50MG,5
4,Mycoses,DILATREND TAB. 6.25MG,1
4,Mycoses,NEOTIGASON CAPSULES 25MG,3
4,Mycoses,NEOTIGASON CAPSULES 10MG,3
4,Mycoses,AUGMENTIN 1G F.C. TABLETS,1
4,Mycoses,AMARYL 2.0 TABLETS,12
4,Mycoses,NERISONE FATTY OINTMENT,14
4,Mycoses,NIMBEX INJECTION 2MG/ML,1
4,Mycoses,SPORANOX CAPSULE 100MG,12
4,Mycoses,APROVEL 300MG FILM-COATED TABLETS,5
4,Mycoses,LIPITOR FILM-COATED TABLETS 10MG,1
4,Mycoses,PLAVIX FILM-COATED TABLETS 75MG,1
4,Mycoses,ALLEGRA TABLETS 180MG,18
4,Mycoses,CELEBREX CAPSULE 200MG,19
4,Mycoses,NEXIUM TAB. 40MG,1
4,Mycoses,AVELOX FILM-COATED TABLET 400MG,3
4,Mycoses,COAPROVEL 300MG/12.5MG FILM-COATED TABLES,8
4,Mycoses,SILKIS OINTMENT,4
4,Mycoses,SERETIDE 250 EVOHALER,1
4,Mycoses,DIFFERIN CREAM 0.1%,4
4,Mycoses,DERMOVATE OINTMENT 0.05% (CLOBETASOL PROPIONATE),9
4,Mycoses,DAIVOBET OINTMENT,14
4,Mycoses,CONCOR 1.25,4
4,Mycoses,CRESTOR 10MG FILM-COATED TABLETS,22
4,Mycoses,GASTER D TABLETS 20MG,3
4,Mycoses,VYTORIN TABLETS 10/20 MG,1
4,Mycoses,TAKEPRON OD 30MG TABLETS,1
4,Mycoses,Harnalidge D tablets 0.2mg,2
4,Mycoses,JANUVIA 100 MG F.C. TABLETS,1
4,Mycoses,AMARYL M FILM-COATED TABLETS 2/500MG,7
4,Mycoses,XAMIOL GEL,10
4,Mycoses,ONGLYZA FILM-COATED TABLETS 5MG,15
4,Mycoses,MENPHENCALA LOTION,4
4,Mycoses,"TETRACYLIN HCL OPHTHALMIC OINT  1% ""KINGDOM",4
4,Mycoses,ANNA F COATED TABLETS,3
4,Mycoses,FROTIN SUPPOSITORIES,1
4,Mycoses,"METROZOLE ORAL S.C. TABLETS ""JOHNSON",2
4,Mycoses,FERROUS GLUCO-B S.C. TABLETS,1
4,Mycoses,VISTARIL CAPSULES,3
4,Mycoses,CALOMIDE S.C. TABLETS 250UG,2
4,Mycoses,"MYCOSTATINE (NYSTATINE) SUSPENSION BUVABLE 100,000IU/ML",4
5,HIVinfectn,"COLD CAPSULES ""SWISS BRAND",2
5,HIVinfectn,TOPSYM CREAM (FLUOCINONIDE),1
5,HIVinfectn,"TRICODEX CREAM ""C.C.P.",3
5,HIVinfectn,"YONFUPHARM"" IBUPROFEN TABLETS",1
5,HIVinfectn,"PASCA GEL ""SHIONOGI",3
5,HIVinfectn,"MAGNESIUM OXIDE TABLETS ""KINGDOM",3
5,HIVinfectn,"MYCOSTEN CREAM 10MG/GM (CLOTRIMAZOLE) ""SINPHAR",2
5,HIVinfectn,"SOMIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""YUNG SHIN",7
5,HIVinfectn,TINTEN TABLETS 500MG,1
5,HIVinfectn,"COLONIL F.C. TABLETS 135MG   ""SWISS",1
5,HIVinfectn,"DENOSIN FILM-COATED TABLETS 5MG ""LOTUS",3
5,HIVinfectn,ACTEIN EFFERVESCENT TABLETS 600MG,2
5,HIVinfectn,MOPRIDE F.C. TABLETS 5MG,1
5,HIVinfectn,"NINCORT ORAL GEL (TRIAMCINOLONE) ""SINPHAR",1
5,HIVinfectn,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",1
5,HIVinfectn,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",1
5,HIVinfectn,"DOXYCYCLINE CAPSULES 100MG ""P.L.",1
5,HIVinfectn,"WELIZEN F.C. TABLETS 20MG ""N.K.",6
5,HIVinfectn,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",1
5,HIVinfectn,EURICON TAB. 50MG (BENZBROMARONE),10
5,HIVinfectn,"CODICON-U CAPSULES ""SINPHAR",3
5,HIVinfectn,XYZINE F.C. TABLETS 5MG,2
5,HIVinfectn,"LORAPSEUDO SR F.C. TABLETS 5/120MG ""CYH",2
5,HIVinfectn,CLARINASE REPETABS TABLETS,1
5,HIVinfectn,GLUCOBAY TABLETS 50MG,1
5,HIVinfectn,NORVASC TABLETS 5MG,7
5,HIVinfectn,DIFLUCAN CAPSULE 50MG,1
5,HIVinfectn,ALLEGRA TABLETS 180MG,7
5,HIVinfectn,CO-DIOVAN 160/12.5 FILM COATED TABLETS,7
5,HIVinfectn,LESCOL XL FILM-COATED TABLETS 80MG,7
5,HIVinfectn,CRESTOR 10MG FILM-COATED TABLETS,10
5,HIVinfectn,VIREAD TABLETS,23
5,HIVinfectn,UROPRIN COATED TABLETS 100MG,1
6,Hepatitis,URETROPIC TABLETS,38
6,Hepatitis,"SODIUM CHLORIDE INJECTION ""Y.F.",30
6,Hepatitis,GLUCAL BLACK INJECTION,1
6,Hepatitis,PETHIDINE HYDROCHLORIDE INJECTION 50MG/ML,1
6,Hepatitis,CODEINE PHOSPHATE INJECTION 15MG/ML,2
6,Hepatitis,MORPHINE HYDROCHLORIDE INJECTION 10MG/ML,1
6,Hepatitis,"BISACODYL SUPPOSITORIES ""YUNG SHIN",6
6,Hepatitis,CARBETIN TABLETS,1
6,Hepatitis,HERBESSER TABLETS,13
6,Hepatitis,"EYE BETASON-N OINTMENT ""WINSTON",1
6,Hepatitis,BEHYD TABLETS,2
6,Hepatitis,SPIRON TABLETS,17
6,Hepatitis,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",4
6,Hepatitis,"MANNITOL INJECTION 20% ""SHUN HWA",1
6,Hepatitis,"COLD CAPSULES ""SWISS BRAND",19
6,Hepatitis,TOPSYM CREAM (FLUOCINONIDE),7
6,Hepatitis,"SPIROTONE TABLETS 25MG ""V.P.P."" (SPIRONOLACTONE)",1
6,Hepatitis,"TRICODEX CREAM ""C.C.P.",21
6,Hepatitis,"SINPHARDERM-HC CREAM ""SINPHAR",1
6,Hepatitis,POTASSIUM CHLORIDE INJECTION 15%,2
6,Hepatitis,GLIDIAB TABLETS 5MG(GLIPIZIDE) ,13
6,Hepatitis,"XYLMOL SUPPOSITORY ""SINPHAR",4
6,Hepatitis,"YONFUPHARM"" IBUPROFEN TABLETS",4
6,Hepatitis,B. &N. BACINEOCIN OINTMENT,1
6,Hepatitis,"AMOXICILLIN CAPSULES 250MG ""S.T.",2
6,Hepatitis,"PASCA GEL ""SHIONOGI",13
6,Hepatitis,"MAGNESIUM OXIDE TABLETS ""KINGDOM",8
6,Hepatitis,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",5
6,Hepatitis,ANXIEDIN TABLETS 1MG (LORAZEPAM),2
6,Hepatitis,UCEFA CAPSULES 500MG (CEFADROXIL),5
6,Hepatitis,ANSRON FILM COATED TABLETS 100MG,3
6,Hepatitis,"DEXTROSE 5% AND SODIUM CHLORIDE 0.225% INJECTION ""Y.F.",1
6,Hepatitis,"ULEX CREAM ""SINPHAR",10
6,Hepatitis,"SOMIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""YUNG SHIN",3
6,Hepatitis,"ROSIS IV INJECTION ""VPP",2
6,Hepatitis,"BUSIX TABLETS 1.0MG (BUMETANID) ""S.T.",1
6,Hepatitis,"SUCRAL TABLETS 500MG ""VPP"" ",8
6,Hepatitis,TOPSYM LOTION (FLUOCINONIDE),7
6,Hepatitis,EXELDERM CREAM (SULCONAZOLE),1
6,Hepatitis,"SULINTON TABLETS 200MG ""Y.S.""(SULINDAC)",7
6,Hepatitis,COUGH MIXTURE,9
6,Hepatitis,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",20
6,Hepatitis,"FUNASIN CAPSULES 5MG ""KOJAR"" (FLUNARIZINE)",11
6,Hepatitis,SINBETA DERM CREAM,2
6,Hepatitis,"URAGEM CAPSULES 300MG (GEMFIBROZIL) ""U-LIANG",1
6,Hepatitis,TEIRIA GEL 50MG/GM(ETOFENAMATE),5
6,Hepatitis,SOLOFEN TABLETS 10MG (BACLOFEN),1
6,Hepatitis,"GUAPHEN SYRUP 20MG/ML (GUAIFENESIN) ""CENTER",1
6,Hepatitis,"THROUGH F.C. TABLETS ""C.M.""(SENNOSIDES)",119
6,Hepatitis,URSOLIC TABLETS 100MG (URSODEOXYCHOLIC ACID),95
6,Hepatitis,CINOLONE F.C. TABLET 250MG,1
6,Hepatitis,"SWITANE TABLET 2MG ""SWISS"" (TRIHEXYPHENIDYL)",3
6,Hepatitis,TINTEN TABLETS 500MG,37
6,Hepatitis,"COLCHICINE TABLETS 0.5MG ""S.T.",16
6,Hepatitis,"FYLIN RETARD F.C.TABLETS 400MG ""C.H.""(PENTOXIFYLLINE)",2
6,Hepatitis,"NILPID F.C.TABLETS 300MG""SWISS""(GEMFIBROZIL)",12
6,Hepatitis,SPIZ SYRUP,1
6,Hepatitis,BENSAU(BENZONATATE 100MG) SOFT CAPSULE,8
6,Hepatitis,AMPRAZO TABLETS 0.5 MG (ALPRAZOLAM),38
6,Hepatitis,"ESZO TABLETS 2MG""S.T.""(ESTAZOLAM)",3
6,Hepatitis,KINAX TABLETS 0.5MG (ALPRAZOLAM),5
6,Hepatitis,"TERADRIN TABLETS 2MG ""S.Y."" (TERAZOSIN)",6
6,Hepatitis,ZEFFIX TABLETS 100MG,5
6,Hepatitis,"TERAZOSIN TABLETS 2MG ""U-CHU",6
6,Hepatitis,"COLONIL F.C. TABLETS 135MG   ""SWISS",8
6,Hepatitis,DELIBS F.C TABLETS 50MG,16
6,Hepatitis,ZINE ORABASE 0.1%,9
6,Hepatitis,"CLONOPAM TABLETS 0.5MG ""KINGDOM""(CLONAZEPAM)",1
6,Hepatitis,FERALL SOFT CAPSULES,32
6,Hepatitis,ACTEIN EFFERVESCENT TABLETS 600MG,5
6,Hepatitis,"U-CHU"" TONEC TABLETS 100MG (ACEC LOFENAC)",5
6,Hepatitis,SYNTAM F.C. TABLETS 1200MG,2
6,Hepatitis,"FENOLIP-U TABLETS 160MG ""C.H.",22
6,Hepatitis,FUCIMYCIN CREAM,1
6,Hepatitis,Laston Injection 30 mg/ml (Ketorolac Tromethamine),2
6,Hepatitis,"MOCOUGH CAPSULES ""LITA",1
6,Hepatitis,MOPRIDE F.C. TABLETS 5MG,72
6,Hepatitis,SPERSIN OINTMENT,2
6,Hepatitis,Nonin Tablets 2mg,3
6,Hepatitis,DIAMIN MR TABLETS 30MG (GLICLAZIDE),6
6,Hepatitis,NARIX SR F.C. TABLETS 1.5 MG,14
6,Hepatitis,Gastroloc Gastro-resistant Tablets 40mg,2
6,Hepatitis,TIE SHR SHU PAP 〝P.Y〞,6
6,Hepatitis,CHENDAY INJECTION 5MG/ML,1
6,Hepatitis,FENTANYL TRANSDERMAL PATCH 50 ΜCG/HR “PPCD”,1
6,Hepatitis,NOREPINEPHRINE INJECTION 4MG/4ML“TAI YU”,2
6,Hepatitis,CEFA INJECTION,2
6,Hepatitis,"LACTUL SYRUP 666MG/ML (LACTULOSE) ""SINPHAR",13
6,Hepatitis,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",13
6,Hepatitis,ANXOKAST F.C. TABLETS 10MG,2
6,Hepatitis,"TRYNOL S.C. TABLETS 25MG ""JOHNSON",1
6,Hepatitis,"INDOMEN SUPPOSITORIES ""YUNG SHIN",4
6,Hepatitis,PROMERAN F.C. TABLETS 3.84MG ,17
6,Hepatitis,PROMERAN INJECTION,3
6,Hepatitis,COSPANON CAPSULES,1
6,Hepatitis,PROPRANOLOL TABLETS 10MG ,21
6,Hepatitis,"AMOXICILLIN CAPSULES ""YUNG SHIN",16
6,Hepatitis,"NYSTATIN VAGINAL TABLETS ""YUNG SHIN",1
6,Hepatitis,"PEICHIA TABLETS ""P.L.",7
6,Hepatitis,"UNDIARRHEA CAPSULES""YUNG SHIN"" (LOPERAMIDE)",5
6,Hepatitis,"SILENCE TABLETS ""YUNG SHIN""(LORAZEPAM)",59
6,Hepatitis,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",52
6,Hepatitis,"URINOL TABLETS (ALLOPURINOL) ""SINPHAR",21
6,Hepatitis,"NINCORT ORAL GEL (TRIAMCINOLONE) ""SINPHAR",1
6,Hepatitis,"CIMETIN TABLETS (CIMETIDINE) ""JOHNSON",30
6,Hepatitis,"MORCASIN TABLETS ""SINPHAR",3
6,Hepatitis,"CEFADROXIL CAPSULES 500MG ""S.T.",1
6,Hepatitis,"SULFINPYRAZONE CAPSULES 100MG ""S.C.",2
6,Hepatitis,"STATIN VAGINAL TABLETS 100,000 UNITS ""STANDARD"" (NYSTATIN)",1
6,Hepatitis,BUSCOPAN S.C. TABLETS 10MG (HYOSCINE-N-BUTYL BROMIDE) ,1
6,Hepatitis,"AMIZIDE TABLETS ""STANDARD",1
6,Hepatitis,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",8
6,Hepatitis,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",2
6,Hepatitis,"NIDOLIUM TABLETS 10MG ""SINPHAR""(DOMPERIDONE)",45
6,Hepatitis,MAGVAC ORAL SDUTION,2
6,Hepatitis,"FOLACIN F.C. TABLETS 5MG (FOLIC ACID) ""JOHNSON",6
6,Hepatitis,"DOXYCYCLINE CAPSULES 100MG ""P.L.",2
6,Hepatitis,"KETOCONAZOLE CREAM 20MG/GM ""SINPHAR",1
6,Hepatitis,SINTRIX FOR INJECTION 1G (CEFTRIAXONE),2
6,Hepatitis,BOKEY ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN)  ,2
6,Hepatitis,"WELIZEN F.C. TABLETS 20MG ""N.K.",158
6,Hepatitis,TRENFYLLINE S.R.F.C. TABLETS 400MG (PENTOXIFYLLINE),2
6,Hepatitis,FLUR DI FEN PATCH  40MG/12GM,17
6,Hepatitis,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",25
6,Hepatitis,GLIBUDON F. C. TABLETS 500MG(METFORMIN HYDROCHLORIDE),3
6,Hepatitis,EURICON TAB. 50MG (BENZBROMARONE),8
6,Hepatitis,GENZOSIN TABLET 4MG (DOXAZOSIN MESYLATE),11
6,Hepatitis,"ULIDEN TABLETS 100MG ""SWISS",54
6,Hepatitis,CAMADOL CAPSULES 50MG (TRAMADOL HCL),1
6,Hepatitis,"ASCOTYL ENTERIC-MICROENCAPSULATED CAPSULES 100MG ""STANDARD",22
6,Hepatitis,"BETHANECHOL TABLETS 25MG ""JOHNSON",5
6,Hepatitis,"RICH CAPSULES 30MG  ""N.K",6
6,Hepatitis,ROBATROL CAPSULES 200MG,33
6,Hepatitis,"VOLNA-K F.C. TABLET 25MG ""STANDARD"" (DICLOFENAC POTASSIUM) ",2
6,Hepatitis,CEFLOUR FILM COATED TABLETS 250MG,5
6,Hepatitis,PROTASE ENTERIC COATED CAPSULES,3
6,Hepatitis,DINIDOL S.C. TABLETS 25MG,11
6,Hepatitis,ZOLPI F.C  TABLETS 10MG,45
6,Hepatitis,MIDATIN INJECTION 5MG/ML,1
6,Hepatitis,GLUCOMET F.C. TABLETS 5/500MG,8
6,Hepatitis,"CODICON-U CAPSULES ""SINPHAR",9
6,Hepatitis,ROVO TABLETS 1MG,3
6,Hepatitis,CRAVIT F.C. TAB 500MG,2
6,Hepatitis,RIBARIN CAPSULES,79
6,Hepatitis,"FUSIDIC ACID CREAM ""PBF",11
6,Hepatitis,SILIMA CAPSULES 150MG “PINE LAWER”,564
6,Hepatitis,"THYROID-S TABLETS 100UG ""JOHNSON",7
6,Hepatitis,"Metsone Cream 0.1% ""Sinphar",1
6,Hepatitis,"FLUTICOSONE CREAM ""S.C.",6
6,Hepatitis,CATILON TABLETS 40MG,27
6,Hepatitis,ZODENOX FILM COATED TABLETS 10MG“YUNG SHIN”,29
6,Hepatitis,LEFLODAL F.C. TABLETS 500 MG,1
6,Hepatitis,XYZINE F.C. TABLETS 5MG,2
6,Hepatitis,MOSAPULIN FILM COATED TABLETS 5MG,15
6,Hepatitis,GLIBUDON TABLETS 500MG,28
6,Hepatitis,"GLIPIZIDE TABLETS 5MG ""CYH",1
6,Hepatitis,RIVOTRIL 0.5MG TABLET,2
6,Hepatitis,SLOW-K TABLETS 600MG,10
6,Hepatitis,KALIMATE POWDER,2
6,Hepatitis,CORDARONE INJECTION,2
6,Hepatitis,CONCOR 5 MG,29
6,Hepatitis,NORMACOL PLUS GRANULES,30
6,Hepatitis,PLENDIL TABLETS 5MG,9
6,Hepatitis,CATAFLAM 25MG SUGAR-COATED TABLETS,13
6,Hepatitis,SINEMET 25/100 TABLETS,7
6,Hepatitis,CLARINASE REPETABS TABLETS,1
6,Hepatitis,NITROSTAT 0.6MG,2
6,Hepatitis,SUCRATE GEL SUSPENSION,2
6,Hepatitis,FYBOGEL ORGANGE SACHET,4
6,Hepatitis,BRUMIXOL CREAM,1
6,Hepatitis,NORVASC TABLETS 5MG,37
6,Hepatitis,XANAX XR EXTENDED-RELEASE TABLETS 0.5MG,3
6,Hepatitis,NOLVADEX TABLETS 10MG,1
6,Hepatitis,PENTASA PROLONGED-RELEASE TABLETS 500MG,6
6,Hepatitis,PROCTOSEDYL OINTMENT,11
6,Hepatitis,KLARICID FILM-COATED 500MG TABLETS,15
6,Hepatitis,FEMARA FILM-COATED TABLETS 2.5MG,13
6,Hepatitis,AUGMENTIN 1G F.C. TABLETS,1
6,Hepatitis,AMARYL 2.0 TABLETS,14
6,Hepatitis,NERISONE FATTY OINTMENT,2
6,Hepatitis,NEURONTIN CAPSULES 100MG,2
6,Hepatitis,APROVEL 300MG FILM-COATED TABLETS,5
6,Hepatitis,LIPITOR FILM-COATED TABLETS 10MG,18
